principalInvestigator,country,locality,Bsal_area,yearCollected,decimalLatitude,decimalLongitude,materialSampleID,basisOfRecord,genus,specificEpithet,sampleType,testMethod,diseaseTested,BdDetected,BsalDetected,BdLoad,BsalLoad,fatal,monthCollected,dayCollected,quantityDetected,dilutionFactor,cycleTimeFirstDetection,diagnosticLab,continentOcean,stateProvince,municipality,county,locationRemarks,verbatimEventDate,horizontalDatum,coordinateUncertaintyInMeters,georeferenceProtocol,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,locationID,habitat,eventRemarks,collectorList,occurrenceID,institutionCode,collectionCode,catalogNumber,otherCatalogNumbers,fieldNumber,infraspecificEpithet,taxonRemarks,lifeStage,establishmentMeans,sex,associatedReferences,occurrenceRemarks,individualCount,weightUnits,weight,lengthUnits,length,organismRemarks,diseaseLineage,geFALSEtypeMethod,diseaseTestedPositiveCount,specimenDisposition,zeScore,measurementRemarks,tissueID,tissueType,tissuePlate,tissueWell,tissueCatalogNumber,tissueBarcode,tissueInstitution,tissueOtherCatalogNumbers,tissueSamplingYear,tissueSamplingMonth,tissueSamplingDay,tissueRecordedBy,tissueContainer,tissuePreservative,associatedSequences,tissueRemarks,fromTissue,tissueBlocked,biosampleAccession,DiagFALSEstics_bcid,Sample_bcid,expeditionCode,projectId
Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,,,BsalGer1413 - 6523/6524,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,22,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,,,BsalGer1414 - 6525/6526,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,22,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,,,BsalGer1415 - 6529/6530,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,22,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,,,BsalGer1416 - 6531/6532,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,22,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,,,BsalGer1417 - 6171/6172,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,22,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,,,BsalGer1418 - 6173/6174,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,22,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,,,BsalGer1419 - 6175/6176,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,22,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,,,BsalGer1420 - 6177/6178,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,22,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,,,BsalGer1421 - 6179/6180,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,22,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,,,NA,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,22,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2018,,,BsalGer1422 - 6181/6182,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,10,22,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Lötters et al. 2020,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2204 - SO 1,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2205 - SO 2,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2206 - SO 3,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2207 - SO 4,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2208 - SO 5,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2209 - SO 6,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2210 - SO 7,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2211 - SO 8,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2212 - SO 9,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2213 - SO 10,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2214 - SO 11,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2215 - SO 12,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2216 - SO 13,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2217 - SO 14,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2218 - SO 15,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2219 - SO 16,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2220 - SO 17,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2015,,,BsalGer2221 - SO 18,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,4,25,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2016,,,BsalGer2487 - SO1,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,TRUE,,,FALSE,4,6,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2016,,,BsalGer2488 - SO2,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,12,4,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2016,,,BsalGer2489 - SO3,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,12,4,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2016,,,BsalGer2490 - SO4,DeadSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,TRUE,5,10,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2016,,,BsalGer2491 - SO4,DeadSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,TRUE,5,10,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3095 - SO-005,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3096 - SO-006,LivingSpecimen,Lissotriton,helveticus,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3097 - SO-007,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3098 - SO-008,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3099 - SO-009,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3100 - SO-010,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3101 - SO-011,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3102 - SO-012,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3103 - SO-013,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3104 - SO-014,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3105 - SO-015,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3106 - SO-016,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3107 - SO-017,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3108 - SO-018,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3109 - SO-019,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3110 - SO-020,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3111 - SO-021,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3112 - SO-022,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3114 - SO-024,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3115 - SO-025,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3116 - SO-026,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bsal Consortium Germany,Germany,Solchbach,TRUE,2017,,,BsalGer3117 - SO-027,LivingSpecimen,Salamandra,salamandra,swabbing,quantitive PCR,Bsal,,FALSE,,,FALSE,5,2,,,,Universities Trier and Braunschweig,,,,,"Ss, Ia, Lh, Lv, Bb, Rt",,,100,,,,,,,,newts only,Bsal Consortium Germany,,,,,,,,,,,,Dalbeck et al. 2018,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
